what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1328468020193
started,bundle,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui",1328468020196
started,bundle,org.eclipse.jface,3.6.0.I20100601-0800,"org.eclipse.jface",1328468020197
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1328468020197
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1328468020198
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1328468020198
started,bundle,org.eclipse.mylyn.context.core,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.core",1328468020199
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1328468020199
started,bundle,org.eclipse.mylyn.team.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.team.ui",1328468020200
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1328468020201
started,bundle,org.eclipse.team.core,3.5.100.I20100527-0800,"org.eclipse.team.core",1328468020201
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1328468020202
started,bundle,org.eclipse.team.cvs.ui,3.3.300.I20100526-0800,"org.eclipse.team.cvs.ui",1328468020202
started,bundle,org.eclipse.team.ui,3.5.100.I20100527-0800,"org.eclipse.team.ui",1328468020203
started,bundle,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui",1328468020204
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1328468020205
started,bundle,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.editors",1328468020205
started,bundle,org.eclipse.ui.forms,3.5.0.v20100427,"org.eclipse.ui.forms",1328468020206
started,bundle,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.ide",1328468020207
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1328468020207
started,bundle,org.eclipse.ui.intro.universal,3.2.400.v20100517,"org.eclipse.ui.intro.universal",1328468020207
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1328468020208
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1328468020209
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1328468020209
started,bundle,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"org.eclipse.ui.workbench",1328468020210
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.workbench.texteditor",1328468020211
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1328468020211
started,bundle,org.eclipse.update.core,3.2.400.v20100512,"org.eclipse.update.core",1328468020211
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1328468020212
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.0.v20100730-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1328468020213
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.0.v20100730-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1328468020214
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1328468020214
started,bundle,org.eclipse.mylyn.context.ui,3.4.0.v20100730-0100-e3x,"org.eclipse.mylyn.context.ui",1328468020214
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.1.v20100730-0100-e3x,"org.eclipse.mylyn.tasks.ui",1328468020215
started,bundle,org.tigris.subversion.clientadapter,1.6.12,"org.tigris.subversion.clientadapter",1328468020215
started,bundle,org.tigris.subversion.subclipse.core,1.6.13,"org.tigris.subversion.subclipse.core",1328468020215
started,bundle,org.tigris.subversion.subclipse.mylyn,3.0.0,"org.tigris.subversion.subclipse.mylyn",1328468020215
started,bundle,org.eclipse.cdt.codan.core,1.0.0.201006141710,"org.eclipse.cdt.codan.core",1328468020215
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201006141710,"org.eclipse.cdt.codan.core.cxx",1328468020216
started,bundle,org.eclipse.cdt.codan.ui.cxx,1.0.0.201006141710,"org.eclipse.cdt.codan.ui.cxx",1328468020216
started,bundle,org.eclipse.cdt.core,5.2.0.201006141710,"org.eclipse.cdt.core",1328468020217
started,bundle,org.eclipse.cdt.core.tests,5.1.0.201006141710,"org.eclipse.cdt.core.tests",1328468020228
started,bundle,org.eclipse.cdt.make.core,7.0.0.201006141710,"org.eclipse.cdt.make.core",1328468020229
started,bundle,org.eclipse.cdt.make.ui,7.0.0.201006141710,"org.eclipse.cdt.make.ui",1328468020229
started,bundle,org.eclipse.cdt.managedbuilder.core,7.0.0.201006141710,"org.eclipse.cdt.managedbuilder.core",1328468020230
started,bundle,org.eclipse.cdt.scripting,1.0.0.201006141710,"org.eclipse.cdt.scripting",1328468020230
started,bundle,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui",1328468020232
started,bundle,org.eclipse.cdt.ui.tests,5.1.0.201006141710,"org.eclipse.cdt.ui.tests",1328468020264
started,bundle,edu.buffalo.cse.jive.console,1.9.1.v20111117b,"edu.buffalo.cse.jive.console",1328468020264
os,sysinfo,,,"linux",1328468020268
arch,sysinfo,,,"x86_64",1328468020268
ws,sysinfo,,,"gtk",1328468020268
locale,sysinfo,,,"en_US",1328468020268
processors,sysinfo,,,"8",1328468020269
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1328468020269
java.runtime.version,sysinfo,,,"1.7.0_01-b08",1328468020269
java.specification.name,sysinfo,,,"Java Platform API Specification",1328468020269
java.specification.vendor,sysinfo,,,"Oracle Corporation",1328468020269
java.specification.version,sysinfo,,,"1.7",1328468020269
java.vendor,sysinfo,,,"Oracle Corporation",1328468020269
java.version,sysinfo,,,"1.7.0_01",1328468020269
java.vm.info,sysinfo,,,"mixed mode",1328468020269
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1328468020269
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1328468020269
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1328468020269
java.vm.specification.version,sysinfo,,,"1.7",1328468020269
java.vm.vendor,sysinfo,,,"Oracle Corporation",1328468020269
java.vm.version,sysinfo,,,"21.1-b02",1328468020269
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1328468021350
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1328468021383
closed,view,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.internal.introview",1328468021399
activated,view,org.eclipse.mylyn.tasks.ui,3.4.1.v20100730-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1328468024971
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1328468025061
closed,view,org.eclipse.mylyn.tasks.ui,3.4.1.v20100730-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1328468025072
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1328468032767
opened,view,org.eclipse.team.cvs.ui,3.3.300.I20100526-0800,"org.eclipse.team.ccvs.ui.RepositoriesView",1328468036337
opened,view,org.eclipse.team.ui,3.5.100.I20100527-0800,"org.eclipse.team.ui.GenericHistoryView",1328468036528
opened,view,org.eclipse.mylyn.tasks.ui,3.4.1.v20100730-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.repositories",1328468036575
activated,perspective,org.eclipse.team.cvs.ui,3.3.300.I20100526-0800,"org.eclipse.team.cvs.ui.cvsPerspective",1328468036593
activated,view,org.eclipse.team.cvs.ui,3.3.300.I20100526-0800,"org.eclipse.team.ccvs.ui.RepositoriesView",1328468036645
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.perspectives.showPerspective",1328468036665
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.perspectives.showPerspective",1328468036665
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1328468036682
started,bundle,org.eclipse.team.cvs.ssh2,3.2.300.I20100526-0800,"org.eclipse.team.cvs.ssh2",1328468042069
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1328468042211
started,bundle,org.eclipse.jsch.ui,1.1.300.I20100505-1245,"org.eclipse.jsch.ui",1328468062468
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1328468071321
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1328468073246
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1328468075960
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1328468082307
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1328468187431
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1328468195471
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1328468203244
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1328468277430
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1328468292511
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1328468292666
started,bundle,org.eclipse.jdt.launching,3.5.100.v20100526,"org.eclipse.jdt.launching",1328468292696
started,bundle,org.eclipse.jdt.junit.core,3.6.0.v20100526-0800,"org.eclipse.jdt.junit.core",1328468294104
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,2.0.0.v20100503,"org.eclipse.equinox.simpleconfigurator.manipulator",1328468294110
started,bundle,org.eclipse.equinox.frameworkadmin,2.0.0.v20100503,"org.eclipse.equinox.frameworkadmin",1328468294114
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1328468294513
started,bundle,org.eclipse.jdt.apt.core,3.3.400.v20100513-0845,"org.eclipse.jdt.apt.core",1328468294708
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.300.v20100513-0845,"org.eclipse.jdt.apt.pluggable.core",1328468294717
started,bundle,com.collabnet.subversion.merge,2.1.0,"com.collabnet.subversion.merge",1328468295289
started,bundle,org.tigris.subversion.subclipse.ui,1.6.13,"org.tigris.subversion.subclipse.ui",1328468295453
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1328468295506
activated,perspective,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.JavaPerspective",1328468297063
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1328468297111
activated,view,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.views.ProblemView",1328468309942
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1328468343818
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1328468343825
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1328468343902
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1328468361460
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1328468361476
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1328468363511
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1328468368984
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1328468385831
activated,view,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.views.ProblemView",1328468391811
started,bundle,org.eclipse.jdt.debug,3.6.0.v20100526,"org.eclipse.jdt.debug",1328468402539
started,bundle,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui",1328468402592
started,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1328468402652
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1328468402725
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1328468402729
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1328468402811
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1328468414392
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1328468414410
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1328468414975
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1328468441162
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1328468444655
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1328468450927
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1328468453279
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1328468453294
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1328468457112
opened,editor,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.DefaultTextEditor",1328468457135
activated,editor,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.DefaultTextEditor",1328468457310
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1328468457743
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1328468461576
activated,view,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.views.ProblemView",1328468521291
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1328468531762
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1328468534803
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1328468538872
activated,perspective,org.eclipse.team.cvs.ui,3.3.300.I20100526-0800,"org.eclipse.team.cvs.ui.cvsPerspective",1328468543145
activated,editor,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.DefaultTextEditor",1328468543193
activated,view,org.eclipse.team.cvs.ui,3.3.300.I20100526-0800,"org.eclipse.team.ccvs.ui.RepositoriesView",1328468546025
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1328468548059
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1328468548971
activated,perspective,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.JavaPerspective",1328468553136
activated,editor,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.DefaultTextEditor",1328468553158
closed,view,org.eclipse.team.cvs.ui,3.3.300.I20100526-0800,"org.eclipse.team.ccvs.ui.RepositoriesView",1328468553216
closed,view,org.eclipse.team.ui,3.5.100.I20100527-0800,"org.eclipse.team.ui.GenericHistoryView",1328468553221
closed,view,org.eclipse.mylyn.tasks.ui,3.4.1.v20100730-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.repositories",1328468553223
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.window.closePerspective",1328468553225
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1328468557949
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.navigate.linkWithEditor",1328468558094
activated,editor,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.DefaultTextEditor",1328468564013
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1328468564061
closed,editor,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.DefaultTextEditor",1328468564061
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1328468575162
started,bundle,net.sf.webcat.eclipse.submitter,1.3.0,"net.sf.webcat.eclipse.submitter",1328468582088
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1328468742206
started,bundle,org.eclipse.cdt.debug.core,7.0.0.201006141710,"org.eclipse.cdt.debug.core",1328468747856
started,bundle,org.eclipse.cdt.debug.ui,7.0.0.201006141710,"org.eclipse.cdt.debug.ui",1328468747865
started,bundle,net.sf.webcat.eclipse.submitter.ui,1.3.0,"net.sf.webcat.eclipse.submitter.ui",1328468749930
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1328468749984
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1328468750437
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1328468750475
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1328468863617
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1328468866999
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1328468867094
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1328468867129
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1328468869533
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1328468875681
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1328468897334
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1328468901015
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1328468901858
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1328468901913
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1328468913312
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1328468923509
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1328468941175
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1328468947231
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1328468947493
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1328468947546
opened,editor,net.sf.webcat.eclipse.submitter.ui,1.3.0,"net.sf.webcat.eclipse.submitter.ui.editors.BrowserEditor",1328468958920
activated,editor,net.sf.webcat.eclipse.submitter.ui,1.3.0,"net.sf.webcat.eclipse.submitter.ui.editors.BrowserEditor",1328468958928
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1328468959015
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1328468985127
closed,editor,net.sf.webcat.eclipse.submitter.ui,1.3.0,"net.sf.webcat.eclipse.submitter.ui.editors.BrowserEditor",1328468985127
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1328468988828
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1328469000112
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1328469003815
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1328469004071
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1328469004124
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1328469008071
closed,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1328469012913
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.exit",1328469013806
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1328469014029
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1328469014030
stopped,bundle,org.eclipse.ant.launching,1.0.0.v20100427,"org.eclipse.ant.launching",1328469014032
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1328469014034
stopped,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1328469014035
stopped,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1328469014036
stopped,bundle,edu.buffalo.cse.jive.launching,1.9.1.v20111117b,"edu.buffalo.cse.jive.launching",1328469014063
stopped,bundle,edu.buffalo.cse.jive.console,1.9.1.v20111117b,"edu.buffalo.cse.jive.console",1328469014063
stopped,bundle,edu.buffalo.cse.jive.ui,1.9.1.v20111117b,"edu.buffalo.cse.jive.ui",1328469014072
stopped,bundle,org.eclipse.jdt.junit,3.6.0.v20100526-0800,"org.eclipse.jdt.junit",1328469014073
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20100513-0845,"org.eclipse.jdt.apt.ui",1328469014162
stopped,bundle,edu.rice.cs.drjava,0.9.8,"edu.rice.cs.drjava",1328469014272
stopped,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1328469014272
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1328555590159
started,bundle,org.eclipse.osgi,3.6.0.v20100517,"org.eclipse.osgi",1328555590160
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1328555590161
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1328555590162
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1328555590163
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1328555590163
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1328555590164
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1328555590165
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1328555590165
started,bundle,org.eclipse.core.filesystem,1.3.0.v20100526-0737,"org.eclipse.core.filesystem",1328555590167
started,bundle,org.eclipse.core.jobs,3.5.0.v20100515,"org.eclipse.core.jobs",1328555590169
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1328555590169
started,bundle,org.eclipse.core.resources,3.6.0.v20100526-0737,"org.eclipse.core.resources",1328555590169
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1328555590170
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1328555590171
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1328555590172
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1328555590173
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.0.R201005261100,"org.eclipse.epp.usagedata.gathering",1328555590174
